"","66","94","95","108","168","169"
"66",0.0193476736679415,0.0214264363885053,0.032111309703701,0.0276363111145192,0.0182097083236685,0.0284718453033375
"94",0.0214264363885053,0.0234194631424297,0.0346712817469056,0.0291453855904269,0.0204419179117459,0.0306966928847232
"95",0.032111309703701,0.0346712817469056,0.04192190060707,0.0387989358934493,0.0320246360482515,0.0382176126279527
"108",0.0276363111145192,0.0291453855904269,0.0387989358934493,0.0340621797413743,0.027651727865783,0.0339587057440747
"168",0.0182097083236685,0.0204419179117459,0.0320246360482515,0.027651727865783,0.0171092445318162,0.0294754807516391
"169",0.0284718453033375,0.0306966928847232,0.0382176126279527,0.0339587057440747,0.0294754807516391,0.0328582000399349
