"","66","94","95","108","168","169"
"66",0.428140865268051,0.416899734086111,0.448493575515642,0.477467447671055,0.411381564998774,0.398664455281388
"94",0.416899734086111,0.393523120162883,0.446711925301924,0.480269571966333,0.416348368145336,0.376341150621523
"95",0.448493575515642,0.446711925301924,0.452514362264748,0.480716391923365,0.398556667636149,0.433505070719875
"108",0.477467447671055,0.480269571966333,0.480716391923365,0.459662278065153,0.451559349447133,0.482200859553213
"168",0.411381564998774,0.416348368145336,0.398556667636149,0.451559349447133,0.342058372162226,0.393847281738095
"169",0.398664455281388,0.376341150621523,0.433505070719875,0.482200859553213,0.393847281738095,0.343451354875224
