"","324","325","327","328","329","483","484","485","486","487","488","489","490","491","492","554","555","557","558","559","600","601","602","603","604","605","606","607","608","609"
"324",0.486246160468384,0.352332212533249,0.360950487139555,0.443024975543905,0.363213956889325,0.347840128727741,0.548353494597858,0.405625975363569,0.311523002257395,0.57842014177964,0.536835043580602,0.537181664790224,0.630817345765728,0.663913482016317,0.655152194839813,0.465806938868928,0.557825952875642,0.501151229119644,0.391758186302415,0.608957130565401,0.636009635904314,0.738211062536771,0.532649644521639,0.557125830577935,0.66814076459309,0.463315445211559,0.60844620105829,0.452602395545377,0.664749452999985,0.685090157307804
"325",0.352332212533249,0.276949684676264,0.28139412522451,0.403108896766172,0.277913890406471,0.256971217337889,0.511290929746386,0.346958925712543,0.216010736747298,0.580832810630087,0.517447982071209,0.505733206098661,0.603276504544929,0.692961978758144,0.683629832617503,0.430296183219025,0.556218214654286,0.444039070316734,0.334438771245355,0.601007367316252,0.637704464171467,0.782043268432445,0.495498409925388,0.520387099991516,0.675200410251228,0.421694683596517,0.631270066151768,0.393166053650869,0.668411888031588,0.716568890773655
"327",0.360950487139555,0.28139412522451,0.308470192194672,0.372489761834187,0.295578835975763,0.279919826881954,0.558874885655855,0.355934961174132,0.23023699042363,0.590283621005171,0.526989848541215,0.517589478232221,0.637219294804253,0.675388172394737,0.6509454846652,0.373492078287363,0.492357536114819,0.471061125168229,0.332560818469724,0.623384946497708,0.641588021074304,0.76989984317603,0.522536013629174,0.524728274737469,0.711823305155142,0.402891219447096,0.605884780111318,0.409935861778546,0.676391760224622,0.71298487159862
"328",0.443024975543905,0.403108896766172,0.372489761834187,0.463665969719781,0.384511329478972,0.371448554268613,0.625871924497355,0.405654487286221,0.314204860957832,0.60708910753846,0.564616424414833,0.547298855766974,0.684969220202723,0.653022928862556,0.638053429882892,0.468867652069661,0.524644292082456,0.535464151421626,0.428115332656942,0.669925139018472,0.649241430716376,0.744624804872029,0.562306341762158,0.549433009792836,0.731727061041225,0.451202550174515,0.596521299993025,0.457208890202923,0.677954902774391,0.692155430810488
"329",0.363213956889325,0.277913890406471,0.295578835975763,0.384511329478972,0.336577727732178,0.263456216007244,0.554203872093056,0.344447905239519,0.229368112375295,0.573181198817997,0.509625340277736,0.506677803326348,0.644099137120535,0.655122326663685,0.63614452285326,0.435409708099572,0.515953927677371,0.456020785558544,0.350562000856284,0.63890920981565,0.62415670677687,0.748154988311687,0.507893500212814,0.50489652305552,0.703928222077888,0.406654507963456,0.599347163948575,0.403393982201824,0.661485455628911,0.694296427978399
"483",0.347840128727741,0.256971217337889,0.279919826881954,0.371448554268613,0.263456216007244,0.276272524913007,0.5605032284159,0.347133439941677,0.191691835884222,0.58418198409657,0.501553036768825,0.519605419611202,0.670684038380894,0.667514219263444,0.641061886016136,0.42085720218069,0.505925131252054,0.44818751843949,0.324286364277735,0.652303161917717,0.631960146429368,0.76887813298255,0.521976295845778,0.504724358504554,0.736176022477471,0.396437958721185,0.611999729120602,0.400259116155817,0.68328010655848,0.716388631306809
"484",0.548353494597858,0.511290929746386,0.558874885655855,0.625871924497355,0.554203872093056,0.5605032284159,0.559921975820552,0.513534313072183,0.536286137479603,0.536001049495919,0.588077656179117,0.558958848941063,0.508976000679989,0.644225264249894,0.683784160943029,0.691832099080999,0.7438445137091,0.563817740942867,0.552540962872645,0.517564524722455,0.6233540514863,0.651252613328641,0.514681227905042,0.620958161532743,0.483810130976749,0.616507477251979,0.610608783120137,0.512327097933338,0.590635084715074,0.589804572776318
"485",0.405625975363569,0.346958925712543,0.355934961174132,0.405654487286221,0.344447905239519,0.347133439941677,0.513534313072183,0.32533311535752,0.30741400713913,0.501161632232516,0.502348908340485,0.42518317234314,0.56207514068404,0.56694339861036,0.552974826378997,0.538593191729964,0.559613852708578,0.46719506755467,0.409700198010256,0.592305487544249,0.549645630690015,0.624470417250918,0.428334294068975,0.459314802620049,0.553667356051661,0.419794849012816,0.518714089772252,0.369579149802906,0.547194628509118,0.564051989138014
"486",0.311523002257395,0.216010736747298,0.23023699042363,0.314204860957832,0.229368112375295,0.191691835884222,0.536286137479603,0.30741400713913,0.122068436164795,0.562883117466385,0.473627269958232,0.493403090234717,0.65651468751045,0.655123036370731,0.628179623205512,0.394512516563952,0.489044772549611,0.416477063155095,0.276584049723951,0.629141168143972,0.616524932916633,0.767585126080009,0.499513737452498,0.471824538180948,0.726009654705965,0.357217019730766,0.591635670232436,0.346826422960487,0.672961998172764,0.705876427302885
"487",0.57842014177964,0.580832810630087,0.590283621005171,0.60708910753846,0.573181198817997,0.58418198409657,0.536001049495919,0.501161632232516,0.562883117466385,0.615215831169523,0.581946398884015,0.519278841958002,0.569761156584665,0.572840444915225,0.587738319338781,0.733502139666701,0.694473608696605,0.579586567152598,0.591998413753765,0.587972259600069,0.591280867532932,0.573320752109761,0.513804725991049,0.584714391571298,0.51394098567127,0.595568091062296,0.548821199752639,0.526713419157118,0.558743932277289,0.533197681098029
"488",0.536835043580602,0.517447982071209,0.526989848541215,0.564616424414833,0.509625340277736,0.501553036768825,0.588077656179117,0.502348908340485,0.473627269958232,0.581946398884015,0.669745128286942,0.555342742832141,0.649019719253722,0.612586848815977,0.595736277094824,0.648784286581463,0.636050339413718,0.568255982134933,0.532063299293954,0.651098511744654,0.601418446431474,0.635944710528897,0.556384959939596,0.582769376847584,0.603893993144915,0.559249181173947,0.592886887340465,0.521761769474383,0.599390157617439,0.595659692163547
"489",0.537181664790224,0.505733206098661,0.517589478232221,0.547298855766974,0.506677803326348,0.519605419611202,0.558958848941063,0.42518317234314,0.493403090234717,0.519278841958002,0.555342742832141,0.519236079269002,0.582229855555917,0.545760050678295,0.519422732107349,0.677123138071188,0.629213722012802,0.546132107210524,0.554700815866023,0.622302286147228,0.545008833031807,0.542407521759717,0.470663149627077,0.520152322038488,0.518696065698617,0.52662259117046,0.526785224456409,0.486312837724079,0.52044090332948,0.50737527645189
"490",0.630817345765728,0.603276504544929,0.637219294804253,0.684969220202723,0.644099137120535,0.670684038380894,0.508976000679989,0.56207514068404,0.65651468751045,0.569761156584665,0.649019719253722,0.582229855555917,0.585492941509743,0.666057736034004,0.71405515196586,0.744548917001887,0.788213441044738,0.625197988608323,0.649900807989416,0.536768586227806,0.650683191780148,0.654995335094866,0.534885270523325,0.664714629226297,0.471852654042396,0.681568054615361,0.626261507390642,0.567220197617337,0.591949683618804,0.594872692601827
"491",0.663913482016317,0.692961978758144,0.675388172394737,0.653022928862556,0.655122326663685,0.667514219263444,0.644225264249894,0.56694339861036,0.655123036370731,0.572840444915225,0.612586848815977,0.545760050678295,0.666057736034004,0.654139471400711,0.527449297493934,0.79642228653915,0.683371977826975,0.647023680705707,0.679712057144747,0.689377185985404,0.574089038696056,0.535348726143996,0.572022669709671,0.586881300472439,0.567186746956655,0.622661537561086,0.563564700843146,0.603362424372411,0.546818031153306,0.514659243013309
