"","66","94","95","108","168","169"
"66",0.263397990779633,0.380716037062607,0.505056653367208,0.3472587413517,0.569850199352179,0.556458579659247
"94",0.380716037062607,0.417802991751726,0.481813100098386,0.399774959154889,0.49568046503787,0.481811082286652
"95",0.505056653367208,0.481813100098386,0.507115930396072,0.477210791845797,0.478304584840159,0.448535998582618
"108",0.3472587413517,0.399774959154889,0.477210791845797,0.383786058559018,0.508085570568855,0.470319049816464
"168",0.569850199352179,0.49568046503787,0.478304584840159,0.508085570568855,0.439309384346354,0.404999047573392
"169",0.556458579659247,0.481811082286652,0.448535998582618,0.470319049816464,0.404999047573392,0.338184482322291
