"","66","94","95","108","168","169"
"66",0.18171010319319,0.184189745913323,0.259002987020898,0.185801574560388,0.239337501683859,0.232593232323989
"94",0.184189745913323,0.16906602439782,0.228554711665261,0.178906874868497,0.200918905905523,0.195616273465432
"95",0.259002987020898,0.228554711665261,0.216162576009845,0.247816134012642,0.1809835102075,0.176795330495489
"108",0.185801574560388,0.178906874868497,0.247816134012642,0.189124928627461,0.22337920309929,0.215414064858057
"168",0.239337501683859,0.200918905905523,0.1809835102075,0.22337920309929,0.144569190891337,0.137918884392011
"169",0.232593232323989,0.195616273465432,0.176795330495489,0.215414064858057,0.137918884392011,0.131418095150583
