"","66","94","95","108","168","169"
"66",0.318666219126056,0.331659023276392,0.365600402061705,0.426690436765561,0.318474143169106,0.304505333491788
"94",0.331659023276392,0.32488453947701,0.355417989269236,0.42592401610136,0.303280443824529,0.310253063802474
"95",0.365600402061705,0.355417989269236,0.365448086350108,0.447976514431556,0.318786469204142,0.338713149589589
"108",0.426690436765561,0.42592401610136,0.447976514431556,0.399516771433231,0.428684545829117,0.435776760626838
"168",0.318474143169106,0.303280443824529,0.318786469204142,0.428684545829117,0.266592395582093,0.277584748005968
"169",0.304505333491788,0.310253063802474,0.338713149589589,0.435776760626838,0.277584748005968,0.254247691455387
